Pipe ID,MATERIAL,DESCRIPTION,YEAR_INSTALLED,WORK_ORDER_NUMBER,ReportDate,StartDateT,CompletedD,Work Order Year,Request Type,FAILURE,Pipe AGE
P105969,T.D.,Distribution,1968,,,,,0, ,0,51
P105970,T.D.,Distribution,1968,,,,,0, ,0,51
P100265,T.D.,Distribution,1968,,,,,0, ,0,51
P105961,T.D.,Distribution,1968,,,,,0, ,0,51
P100018,T.D.,Transmission,1968,,,,,0, ,0,51
P100148,T.D.,Transmission,1968,,,,,0, ,0,51
P100400,T.D.,Transmission,1968,,,,,0, ,0,51
P10358,T.D.,Transmission,1968,,,,,0, ,0,51
P10359,T.D.,Transmission,1968,,,,,0, ,0,51
P10360,T.D.,Transmission,1968,,,,,0, ,0,51
P10362,T.D.,Transmission,1968,,,,,0, ,0,51
P107548,T.D.,Distribution,1968,,,,,0, ,0,51
P107551,T.D.,Distribution,1968,,,,,0, ,0,51
P108799,T.D.,Distribution,1968,,,,,0, ,0,51
P1323,T.D.,Distribution,1968,,,,,0, ,0,51
P1325,T.D.,Distribution,1968,,,,,0, ,0,51
P1328,T.D.,Distribution,1968,,,,,0, ,0,51
P1330,T.D.,Distribution,1968,,,,,0, ,0,51
P11236,T.D.,Transmission,1968,,,,,0, ,0,51
P11237,T.D.,Transmission,1968,,,,,0, ,0,51
P11336,T.D.,Transmission,1968,,,,,0, ,0,51
P11341,T.D.,Transmission,1968,,,,,0, ,0,51
P11464,T.D.,Transmission,1968,,,,,0, ,0,51
P132,T.D.,Transmission,1968,,,,,0, ,0,51
P13430,T.D.,Distribution,1968,,,,,0, ,0,51
P17838,T.D.,Distribution,1968,,,,,0, ,0,51
P17842,T.D.,Distribution,1968,,,,,0, ,0,51
P11275,T.D.,Distribution,1968,,,,,0, ,0,51
P14303,T.D.,Distribution,1968,,,,,0, ,0,51
P14404,T.D.,Distribution,1968,,,,,0, ,0,51
P14290,T.D.,Distribution,1968,,,,,0, ,0,51
P14291,T.D.,Distribution,1968,,,,,0, ,0,51
P14293,T.D.,Distribution,1968,,,,,0, ,0,51
P13432,T.D.,Distribution,1968,,,,,0, ,0,51
P13437,T.D.,Distribution,1968,,,,,0, ,0,51
P13919,T.D.,Distribution,1968,,,,,0, ,0,51
P13922,T.D.,Distribution,1968,,,,,0, ,0,51
P13923,T.D.,Distribution,1968,,,,,0, ,0,51
P13929,T.D.,Distribution,1968,,,,,0, ,0,51
P13930,T.D.,Distribution,1968,,,,,0, ,0,51
P15257,T.D.,Distribution,1968,,,,,0, ,0,51
P11953,T.D.,Distribution,1968,,,,,0, ,0,51
P13926,T.D.,Distribution,1968,,,,,0, ,0,51
P13927,T.D.,Distribution,1968,,,,,0, ,0,51
P17840,T.D.,Distribution,1968,,,,,0, ,0,51
P17841,T.D.,Distribution,1968,,,,,0, ,0,51
P15254,T.D.,Distribution,1968,,,,,0, ,0,51
P1131311,T.D.,Distribution,1968,,,,,0, ,0,51
P14423,T.D.,Distribution,1968,,,,,0, ,0,51
P14427,T.D.,Distribution,1968,,,,,0, ,0,51
P11045,T.D.,Distribution,1968,,,,,0, ,0,51
P11046,T.D.,Distribution,1968,,,,,0, ,0,51
P11047,T.D.,Distribution,1968,,,,,0, ,0,51
P11273,T.D.,Distribution,1968,,,,,0, ,0,51
P11274,T.D.,Distribution,1968,,,,,0, ,0,51
P22448,T.D.,Distribution,1968,,,,,0, ,0,51
P22451,T.D.,Distribution,1968,,,,,0, ,0,51
P22452,T.D.,Distribution,1968,,,,,0, ,0,51
P22685,T.D.,Distribution,1968,,,,,0, ,0,51
P2475,T.D.,Transmission,1968,,,,,0, ,0,51
P2644,T.D.,Transmission,1968,,,,,0, ,0,51
P2646,T.D.,Transmission,1968,,,,,0, ,0,51
P2679,T.D.,Transmission,1968,,,,,0, ,0,51
P2818,T.D.,Transmission,1968,,,,,0, ,0,51
P2836,T.D.,Transmission,1968,,,,,0, ,0,51
P2841,T.D.,Transmission,1968,,,,,0, ,0,51
P2842,T.D.,Transmission,1968,,,,,0, ,0,51
P2865,T.D.,Transmission,1968,,,,,0, ,0,51
P2867,T.D.,Transmission,1968,,,,,0, ,0,51
P2882,T.D.,Transmission,1968,,,,,0, ,0,51
P2895,T.D.,Transmission,1968,,,,,0, ,0,51
P19951,T.D.,Distribution,1968,,,,,0, ,0,51
P19952,T.D.,Distribution,1968,,,,,0, ,0,51
P19956,T.D.,Distribution,1968,,,,,0, ,0,51
P22183,T.D.,Distribution,1968,,,,,0, ,0,51
P22184,T.D.,Distribution,1968,,,,,0, ,0,51
P22187,T.D.,Distribution,1968,,,,,0, ,0,51
P22188,T.D.,Distribution,1968,,,,,0, ,0,51
P22692,T.D.,Distribution,1968,,,,,0, ,0,51
P19943,T.D.,Distribution,1968,,,,,0, ,0,51
P20521,T.D.,Distribution,1968,,,,,0, ,0,51
P20522,T.D.,Distribution,1968,,,,,0, ,0,51
P22206,T.D.,Distribution,1968,,,,,0, ,0,51
P20524,T.D.,Distribution,1968,,,,,0, ,0,51
P4254,T.D.,Distribution,1968,,,,,0, ,0,51
P4267,T.D.,Distribution,1968,,,,,0, ,0,51
P4268,T.D.,Distribution,1968,,,,,0, ,0,51
P5366,T.D.,Distribution,1968,,,,,0, ,0,51
P5367,T.D.,Distribution,1968,,,,,0, ,0,51
P5368,T.D.,Distribution,1968,,,,,0, ,0,51
P4066,T.D.,Distribution,1968,,,,,0, ,0,51
P4079,T.D.,Distribution,1968,,,,,0, ,0,51
P4081,T.D.,Distribution,1968,,,,,0, ,0,51
P4083,T.D.,Distribution,1968,,,,,0, ,0,51
P4084,T.D.,Distribution,1968,,,,,0, ,0,51
P4086,T.D.,Distribution,1968,,,,,0, ,0,51
P4637,T.D.,Distribution,1968,,,,,0, ,0,51
P4641,T.D.,Distribution,1968,,,,,0, ,0,51
P4644,T.D.,Distribution,1968,,,,,0, ,0,51
P3688,T.D.,Transmission,1968,,,,,0, ,0,51
P3693,T.D.,Transmission,1968,,,,,0, ,0,51
P3705,T.D.,Transmission,1968,,,,,0, ,0,51
P44,T.D.,Transmission,1968,,,,,0, ,0,51
P48429,T.D.,Transmission,1968,,,,,0, ,0,51
P48433,T.D.,Transmission,1968,,,,,0, ,0,51
P50352,T.D.,Distribution,1968,,,,,0, ,0,51
P50353,T.D.,Distribution,1968,,,,,0, ,0,51
P50354,T.D.,Distribution,1968,,,,,0, ,0,51
P50356,T.D.,Distribution,1968,,,,,0, ,0,51
P50466,T.D.,Distribution,1968,,,,,0, ,0,51
P51044,T.D.,Distribution,1968,,,,,0, ,0,51
P51046,T.D.,Distribution,1968,,,,,0, ,0,51
P51047,T.D.,Distribution,1968,,,,,0, ,0,51
P54746,T.D.,Transmission,1968,,,,,0, ,0,51
P54848,T.D.,Transmission,1968,,,,,0, ,0,51
P54862,T.D.,Transmission,1968,,,,,0, ,0,51
P5509,T.D.,Transmission,1968,,,,,0, ,0,51
P5511,T.D.,Transmission,1968,,,,,0, ,0,51
P5517,T.D.,Transmission,1968,,,,,0, ,0,51
P5527,T.D.,Transmission,1968,,,,,0, ,0,51
P5529,T.D.,Transmission,1968,,,,,0, ,0,51
P5532,T.D.,Transmission,1968,,,,,0, ,0,51
P5534,T.D.,Transmission,1968,,,,,0, ,0,51
P5536,T.D.,Transmission,1968,,,,,0, ,0,51
P56247,T.D.,Transmission,1968,,,,,0, ,0,51
P6129,T.D.,Transmission,1968,,,,,0, ,0,51
P6151,T.D.,Transmission,1968,,,,,0, ,0,51
P5356,T.D.,Distribution,1968,,,,,0, ,0,51
P4067,T.D.,Distribution,1968,,,,,0, ,0,51
P4070,T.D.,Distribution,1968,,,,,0, ,0,51
P5243,T.D.,Distribution,1968,,,,,0, ,0,51
P5244,T.D.,Distribution,1968,,,,,0, ,0,51
P5245,T.D.,Distribution,1968,,,,,0, ,0,51
P5247,T.D.,Distribution,1968,,,,,0, ,0,51
P5248,T.D.,Distribution,1968,,,,,0, ,0,51
P5249,T.D.,Distribution,1968,,,,,0, ,0,51
P5251,T.D.,Distribution,1968,,,,,0, ,0,51
P5253,T.D.,Distribution,1968,,,,,0, ,0,51
P5259,T.D.,Distribution,1968,,,,,0, ,0,51
P4639,T.D.,Distribution,1968,,,,,0, ,0,51
P4640,T.D.,Distribution,1968,,,,,0, ,0,51
P5361,T.D.,Distribution,1968,,,,,0, ,0,51
P5363,T.D.,Distribution,1968,,,,,0, ,0,51
P5364,T.D.,Distribution,1968,,,,,0, ,0,51
P41600,T.D.,Distribution,1968,,,,,0, ,0,51
P41603,T.D.,Distribution,1968,,,,,0, ,0,51
P41604,T.D.,Distribution,1968,,,,,0, ,0,51
P70796,T.D.,Distribution,1968,,,,,0, ,0,51
P70797,T.D.,Distribution,1968,,,,,0, ,0,51
P6257,T.D.,Transmission,1968,,,,,0, ,0,51
P65141,T.D.,Transmission,1968,,,,,0, ,0,51
P65144,T.D.,Distribution,1968,,,,,0, ,0,51
P65146,T.D.,Transmission,1968,,,,,0, ,0,51
P65149,T.D.,Distribution,1968,,,,,0, ,0,51
P65624,T.D.,Distribution,1968,,,,,0, ,0,51
P65925,T.D.,Transmission,1968,,,,,0, ,0,51
P65929,T.D.,Transmission,1968,,,,,0, ,0,51
P65933,T.D.,Transmission,1968,,,,,0, ,0,51
P65936,T.D.,Transmission,1968,,,,,0, ,0,51
P65937,T.D.,Transmission,1968,,,,,0, ,0,51
P65938,T.D.,Transmission,1968,,,,,0, ,0,51
P65939,T.D.,Transmission,1968,,,,,0, ,0,51
P65940,T.D.,Transmission,1968,,,,,0, ,0,51
P66180,T.D.,Distribution,1968,,,,,0, ,0,51
P66181,T.D.,Transmission,1968,,,,,0, ,0,51
P66184,T.D.,Transmission,1968,,,,,0, ,0,51
P66187,T.D.,Transmission,1968,,,,,0, ,0,51
P66188,T.D.,Transmission,1968,,,,,0, ,0,51
P66189,T.D.,Transmission,1968,,,,,0, ,0,51
P66190,T.D.,Transmission,1968,,,,,0, ,0,51
P66191,T.D.,Transmission,1968,,,,,0, ,0,51
P66192,T.D.,Transmission,1968,,,,,0, ,0,51
P66287,T.D.,Transmission,1968,,,,,0, ,0,51
P66289,T.D.,Transmission,1968,,,,,0, ,0,51
P66291,T.D.,Transmission,1968,,,,,0, ,0,51
P66292,T.D.,Transmission,1968,,,,,0, ,0,51
P66293,T.D.,Transmission,1968,,,,,0, ,0,51
P66296,T.D.,Transmission,1968,,,,,0, ,0,51
P66297,T.D.,Transmission,1968,,,,,0, ,0,51
P66302,T.D.,Transmission,1968,,,,,0, ,0,51
P66303,T.D.,Transmission,1968,,,,,0, ,0,51
P66305,T.D.,Transmission,1968,,,,,0, ,0,51
P66306,T.D.,Transmission,1968,,,,,0, ,0,51
P66307,T.D.,Transmission,1968,,,,,0, ,0,51
P66308,T.D.,Transmission,1968,,,,,0, ,0,51
P66309,T.D.,Transmission,1968,,,,,0, ,0,51
P66310,T.D.,Transmission,1968,,,,,0, ,0,51
P66312,T.D.,Transmission,1968,,,,,0, ,0,51
P66313,T.D.,Transmission,1968,,,,,0, ,0,51
P66315,T.D.,Distribution,1968,,,,,0, ,0,51
P66316,T.D.,Transmission,1968,,,,,0, ,0,51
P66317,T.D.,Transmission,1968,,,,,0, ,0,51
P66413,T.D.,Transmission,1968,,,,,0, ,0,51
P66415,T.D.,Distribution,1968,,,,,0, ,0,51
P66416,T.D.,Transmission,1968,,,,,0, ,0,51
P66417,T.D.,Transmission,1968,,,,,0, ,0,51
P66418,T.D.,Transmission,1968,,,,,0, ,0,51
P66419,T.D.,Transmission,1968,,,,,0, ,0,51
P66420,T.D.,Transmission,1968,,,,,0, ,0,51
P66421,T.D.,Transmission,1968,,,,,0, ,0,51
P66422,T.D.,Transmission,1968,,,,,0, ,0,51
P66423,T.D.,Transmission,1968,,,,,0, ,0,51
P66424,T.D.,Transmission,1968,,,,,0, ,0,51
P66425,T.D.,Transmission,1968,,,,,0, ,0,51
P66427,T.D.,Distribution,1968,,,,,0, ,0,51
P66428,T.D.,Transmission,1968,,,,,0, ,0,51
P66429,T.D.,Transmission,1968,,,,,0, ,0,51
P66430,T.D.,Transmission,1968,,,,,0, ,0,51
P66432,T.D.,Distribution,1968,,,,,0, ,0,51
P66433,T.D.,Transmission,1968,,,,,0, ,0,51
P66434,T.D.,Transmission,1968,,,,,0, ,0,51
P66435,T.D.,Transmission,1968,,,,,0, ,0,51
P66436,T.D.,Transmission,1968,,,,,0, ,0,51
P66437,T.D.,Transmission,1968,,,,,0, ,0,51
P66438,T.D.,Distribution,1968,,,,,0, ,0,51
P66440,T.D.,Distribution,1968,,,,,0, ,0,51
P66443,T.D.,Transmission,1968,,,,,0, ,0,51
P66539,T.D.,Distribution,1968,,,,,0, ,0,51
P66817,T.D.,Distribution,1968,,,,,0, ,0,51
P66818,T.D.,Distribution,1968,,,,,0, ,0,51
P66914,T.D.,Distribution,1968,,,,,0, ,0,51
P66915,T.D.,Distribution,1968,,,,,0, ,0,51
P66917,T.D.,Distribution,1968,,,,,0, ,0,51
P66919,T.D.,Distribution,1968,,,,,0, ,0,51
P66924,T.D.,Distribution,1968,,,,,0, ,0,51
P66925,T.D.,Distribution,1968,,,,,0, ,0,51
P66931,T.D.,Distribution,1968,,,,,0, ,0,51
P66934,T.D.,Distribution,1968,,,,,0, ,0,51
P67041,T.D.,Distribution,1968,,,,,0, ,0,51
P67043,T.D.,Distribution,1968,,,,,0, ,0,51
P69608,T.D.,Distribution,1968,,,,,0, ,0,51
P7081,T.D.,Distribution,1968,,,,,0, ,0,51
P7198,T.D.,Distribution,1968,,,,,0, ,0,51
P78711,T.D.,Distribution,1968,,,,,0, ,0,51
P78714,T.D.,Distribution,1968,,,,,0, ,0,51
P78717,T.D.,Distribution,1968,,,,,0, ,0,51
P78719,T.D.,Distribution,1968,,,,,0, ,0,51
P85714,T.D.,Distribution,1968,,,,,0, ,0,51
P85715,T.D.,Distribution,1968,,,,,0, ,0,51
P85716,T.D.,Distribution,1968,,,,,0, ,0,51
P85720,T.D.,Distribution,1968,,,,,0, ,0,51
P85696,T.D.,Distribution,1968,,,,,0, ,0,51
P98458,T.D.,Distribution,1968,,,,,0, ,0,51
P1329,T.D.,Distribution,1968,,,,,0, ,0,51
P9949,T.D.,Distribution,1968,,,,,0, ,0,51
P9950,T.D.,Distribution,1968,,,,,0, ,0,51
P9951,T.D.,Distribution,1968,,,,,0, ,0,51
P9952,T.D.,Distribution,1968,,,,,0, ,0,51
P9953,T.D.,Distribution,1968,,,,,0, ,0,51
P9960,T.D.,Distribution,1968,,,,,0, ,0,51
P9962,T.D.,Distribution,1968,,,,,0, ,0,51
P9965,T.D.,Distribution,1968,,,,,0, ,0,51
P99922,T.D.,Transmission,1968,,,,,0, ,0,51
P22565,T.D.,Distribution,1968,,,,,0, ,0,51
P22566,T.D.,Distribution,1968,,,,,0, ,0,51
P54978,T.D.,Transmission,1968,,,,,0, ,0,51
P54981,T.D.,Transmission,1968,,,,,0, ,0,51
P4077,T.D.,Distribution,1968,,,,,0, ,0,51
P4078,T.D.,Distribution,1968,,,,,0, ,0,51
P11454,T.D.,Transmission,1968,,,,,0, ,0,51
P3695,T.D.,Transmission,1968,,,,,0, ,0,51
P3701,T.D.,Transmission,1968,,,,,0, ,0,51
P54977,T.D.,Transmission,1968,,,,,0, ,0,51
P54983,T.D.,Transmission,1968,,,,,0, ,0,51
P39600,T.D.,Distribution,1968,,,,,0, ,0,51
P39601,T.D.,Distribution,1968,,,,,0, ,0,51
P39603,T.D.,Distribution,1968,,,,,0, ,0,51
P22553,T.D.,Distribution,1968,,,,,0, ,0,51
P22555,T.D.,Distribution,1968,,,,,0, ,0,51
P22557,T.D.,Distribution,1968,,,,,0, ,0,51
P22559,T.D.,Distribution,1968,,,,,0, ,0,51
P22561,T.D.,Distribution,1968,,,,,0, ,0,51
P22562,T.D.,Distribution,1968,,,,,0, ,0,51
P22564,T.D.,Distribution,1968,,,,,0, ,0,51
P22560,T.D.,Distribution,1968,,,,,0, ,0,51
P54980,T.D.,Transmission,1968,,,,,0, ,0,51
P22563,T.D.,Distribution,1968,,,,,0, ,0,51
P11954,T.D.,Distribution,1968,,,,,0, ,0,51
P11956,T.D.,Distribution,1968,,,,,0, ,0,51
P4071,T.D.,Distribution,1968,,,,,0, ,0,51
P4073,T.D.,Distribution,1968,,,,,0, ,0,51
P85798,T.D.,Distribution,1968,,,,,0, ,0,51
P85801,T.D.,Distribution,1968,,,,,0, ,0,51
P85802,T.D.,Distribution,1968,,,,,0, ,0,51
P85805,T.D.,Distribution,1968,,,,,0, ,0,51
P85806,T.D.,Distribution,1968,,,,,0, ,0,51
P85808,T.D.,Distribution,1968,,,,,0, ,0,51
P85809,T.D.,Distribution,1968,,,,,0, ,0,51
P85811,T.D.,Distribution,1968,,,,,0, ,0,51
P85816,T.D.,Distribution,1968,,,,,0, ,0,51
P66036,T.D.,Transmission,1968,,,,,0, ,0,51
P66038,T.D.,Transmission,1968,,,,,0, ,0,51
P66040,T.D.,Transmission,1968,,,,,0, ,0,51
P66042,T.D.,Transmission,1968,,,,,0, ,0,51
P66044,T.D.,Transmission,1968,,,,,0, ,0,51
P66045,T.D.,Transmission,1968,,,,,0, ,0,51
P66052,T.D.,Transmission,1968,,,,,0, ,0,51
P66053,T.D.,Transmission,1968,,,,,0, ,0,51
P66054,T.D.,Transmission,1968,,,,,0, ,0,51
P66056,T.D.,Transmission,1968,,,,,0, ,0,51
P66057,T.D.,Transmission,1968,,,,,0, ,0,51
P7091,T.D.,Distribution,1968,,,,,0, ,0,51
P7092,T.D.,Distribution,1968,,,,,0, ,0,51
P7094,T.D.,Distribution,1968,,,,,0, ,0,51
P104850,T.D.,Distribution,1969,,,,,0, ,0,50
P104600,T.D.,Transmission,1969,,,,,0, ,0,50
P104604,T.D.,Transmission,1969,,,,,0, ,0,50
P104777,T.D.,Distribution,1969,,,,,0, ,0,50
P104763,T.D.,Transmission,1969,,,,,0, ,0,50
P104846,T.D.,Transmission,1969,,,,,0, ,0,50
P104847,T.D.,Transmission,1969,,,,,0, ,0,50
P10086,T.D.,Distribution,1969,,,,,0, ,0,50
P10088,T.D.,Distribution,1969,,,,,0, ,0,50
P10686,T.D.,Transmission,1969,,,,,0, ,0,50
P107513,T.D.,Transmission,1969,,,,,0, ,0,50
P107514,T.D.,Transmission,1969,,,,,0, ,0,50
P107520,T.D.,Transmission,1969,,,,,0, ,0,50
P107524,T.D.,Distribution,1969,,,,,0, ,0,50
P107525,T.D.,Distribution,1969,,,,,0, ,0,50
P107545,T.D.,Distribution,1969,,,,,0, ,0,50
P107597,T.D.,Distribution,1969,,,,,0, ,0,50
P107596,T.D.,Distribution,1969,,,,,0, ,0,50
P105913,T.D.,Transmission,1969,,,,,0, ,0,50
P10084,T.D.,Distribution,1969,,,,,0, ,0,50
P10085,T.D.,Distribution,1969,,,,,0, ,0,50
P105651,T.D.,Transmission,1969,,,,,0, ,0,50
P10045,T.D.,Distribution,1969,,,,,0, ,0,50
P10046,T.D.,Distribution,1969,,,,,0, ,0,50
P10048,T.D.,Distribution,1969,,,,,0, ,0,50
P1131381,T.D.,Distribution,1969,,,,,0, ,0,50
P1314,T.D.,Distribution,1969,,,,,0, ,0,50
P1317,T.D.,Distribution,1969,,,,,0, ,0,50
P109091,T.D.,Transmission,1969,,,,,0, ,0,50
P109400,T.D.,Transmission,1969,,,,,0, ,0,50
P113588,T.D.,Distribution,1969,,,,,0, ,0,50
P1310,T.D.,Distribution,1969,,,,,0, ,0,50
P1312,T.D.,Distribution,1969,,,,,0, ,0,50
P1513,T.D.,Distribution,1969,,,,,0, ,0,50
P183804,T.D.,Distribution,1969,,,,,0, ,0,50
P1309,T.D.,Distribution,1969,,,,,0, ,0,50
P1321,T.D.,Distribution,1969,,,,,0, ,0,50
P1517,T.D.,Distribution,1969,,,,,0, ,0,50
P1518,T.D.,Distribution,1969,,,,,0, ,0,50
P13447,T.D.,Distribution,1969,,,,,0, ,0,50
P18225,T.D.,Distribution,1969,,,,,0, ,0,50
P14170,T.D.,Distribution,1969,,,,,0, ,0,50
P14173,T.D.,Distribution,1969,,,,,0, ,0,50
P14175,T.D.,Distribution,1969,,,,,0, ,0,50
P14178,T.D.,Distribution,1969,,,,,0, ,0,50
P14179,T.D.,Distribution,1969,,,,,0, ,0,50
P14181,T.D.,Distribution,1969,,,,,0, ,0,50
P14274,T.D.,Distribution,1969,,,,,0, ,0,50
P13436,T.D.,Distribution,1969,,,,,0, ,0,50
P18227,T.D.,Distribution,1969,,,,,0, ,0,50
P17828,T.D.,Distribution,1969,,,,,0, ,0,50
P17829,T.D.,Distribution,1969,,,,,0, ,0,50
P1148,T.D.,Distribution,1969,,,,,0, ,0,50
P1149,T.D.,Distribution,1969,,,,,0, ,0,50
P1151,T.D.,Distribution,1969,,,,,0, ,0,50
P1152,T.D.,Distribution,1969,,,,,0, ,0,50
P1153,T.D.,Distribution,1969,,,,,0, ,0,50
P1565,T.D.,Distribution,1969,,,,,0, ,0,50
P17835,T.D.,Distribution,1969,,,,,0, ,0,50
P24844,T.D.,Transmission,1969,,,,,0, ,0,50
P24600,T.D.,Transmission,1969,,,,,0, ,0,50
P24602,T.D.,Transmission,1969,,,,,0, ,0,50
P24603,T.D.,Transmission,1969,,,,,0, ,0,50
P24604,T.D.,Transmission,1969,,,,,0, ,0,50
P24608,T.D.,Transmission,1969,,,,,0, ,0,50
P24619,T.D.,Transmission,1969,,,,,0, ,0,50
P25137,T.D.,Transmission,1969,,,,,0, ,0,50
P25251,T.D.,Distribution,1969,,,,,0, ,0,50
P25253,T.D.,Transmission,1969,,,,,0, ,0,50
P24607,T.D.,Transmission,1969,,,,,0, ,0,50
P24843,T.D.,Transmission,1969,,,,,0, ,0,50
P24853,T.D.,Transmission,1969,,,,,0, ,0,50
P24856,T.D.,Transmission,1969,,,,,0, ,0,50
P25001,T.D.,Transmission,1969,,,,,0, ,0,50
P25002,T.D.,Transmission,1969,,,,,0, ,0,50
P25003,T.D.,Transmission,1969,,,,,0, ,0,50
P34555,T.D.,Distribution,1969,,,,,0, ,0,50
P34556,T.D.,Distribution,1969,,,,,0, ,0,50
P32215,T.D.,Distribution,1969,,,,,0, ,0,50
P32217,T.D.,Distribution,1969,,,,,0, ,0,50
P19180,T.D.,Distribution,1969,,,,,0, ,0,50
P19181,T.D.,Distribution,1969,,,,,0, ,0,50
P30351,T.D.,Distribution,1969,,,,,0, ,0,50
P30354,T.D.,Distribution,1969,,,,,0, ,0,50
P30355,T.D.,Distribution,1969,,,,,0, ,0,50
P30356,T.D.,Distribution,1969,,,,,0, ,0,50
P30357,T.D.,Distribution,1969,,,,,0, ,0,50
P30481,T.D.,Distribution,1969,,,,,0, ,0,50
P30482,T.D.,Distribution,1969,,,,,0, ,0,50
P30483,T.D.,Distribution,1969,,,,,0, ,0,50
P25005,T.D.,Distribution,1969,,,,,0, ,0,50
P25013,T.D.,Distribution,1969,,,,,0, ,0,50
P25014,T.D.,Distribution,1969,,,,,0, ,0,50
P23989,T.D.,Distribution,1969,,,,,0, ,0,50
P23990,T.D.,Distribution,1969,,,,,0, ,0,50
P23992,T.D.,Distribution,1969,,,,,0, ,0,50
P24001,T.D.,Distribution,1969,,,,,0, ,0,50
P24003,T.D.,Distribution,1969,,,,,0, ,0,50
P24482,T.D.,Transmission,1969,,,,,0, ,0,50
P24500,T.D.,Transmission,1969,,,,,0, ,0,50
P21845,T.D.,Distribution,1969,,,,,0, ,0,50
P21850,T.D.,Distribution,1969,,,,,0, ,0,50
P21855,T.D.,Distribution,1969,,,,,0, ,0,50
P21325,T.D.,Distribution,1969,,,,,0, ,0,50
P21354,T.D.,Distribution,1969,,,,,0, ,0,50
P23342,T.D.,Distribution,1969,,,,,0, ,0,50
P21838,T.D.,Distribution,1969,,,,,0, ,0,50
P21847,T.D.,Distribution,1969,,,,,0, ,0,50
P21848,T.D.,Distribution,1969,,,,,0, ,0,50
P21849,T.D.,Distribution,1969,,,,,0, ,0,50
P21851,T.D.,Distribution,1969,,,,,0, ,0,50
P21853,T.D.,Distribution,1969,,,,,0, ,0,50
P21330,T.D.,Distribution,1969,,,,,0, ,0,50
P21331,T.D.,Distribution,1969,,,,,0, ,0,50
P21332,T.D.,Distribution,1969,,,,,0, ,0,50
P45937,T.D.,Transmission,1969,,,,,0, ,0,50
P52713,T.D.,Transmission,1969,,,,,0, ,0,50
P52714,T.D.,Transmission,1969,,,,,0, ,0,50
P52716,T.D.,Transmission,1969,,,,,0, ,0,50
P45830,T.D.,Transmission,1969,,,,,0, ,0,50
P6114,T.D.,Distribution,1969,,,,,0, ,0,50
P45829,T.D.,Transmission,1969,,,,,0, ,0,50
P40453,T.D.,Transmission,1969,,,,,0, ,0,50
P52408,T.D.,Transmission,1969,,,,,0, ,0,50
P52409,T.D.,Transmission,1969,,,,,0, ,0,50
P52411,T.D.,Transmission,1969,,,,,0, ,0,50
P52415,T.D.,Transmission,1969,,,,,0, ,0,50
P52640,T.D.,Transmission,1969,,,,,0, ,0,50
P52846,T.D.,Transmission,1969,,,,,0, ,0,50
P52859,T.D.,Transmission,1969,,,,,0, ,0,50
P46590,T.D.,Transmission,1969,,,,,0, ,0,50
P46691,T.D.,Transmission,1969,,,,,0, ,0,50
P46694,T.D.,Transmission,1969,,,,,0, ,0,50
P46081,T.D.,Transmission,1969,,,,,0, ,0,50
P46091,T.D.,Transmission,1969,,,,,0, ,0,50
P46685,T.D.,Transmission,1969,,,,,0, ,0,50
P46689,T.D.,Transmission,1969,,,,,0, ,0,50
P46707,T.D.,Transmission,1969,,,,,0, ,0,50
P46465,T.D.,Transmission,1969,,,,,0, ,0,50
P46698,T.D.,Transmission,1969,,,,,0, ,0,50
P40452,T.D.,Transmission,1969,,,,,0, ,0,50
P45826,T.D.,Transmission,1969,,,,,0, ,0,50
P45828,T.D.,Transmission,1969,,,,,0, ,0,50
P6118,T.D.,Distribution,1969,,,,,0, ,0,50
P6122,T.D.,Distribution,1969,,,,,0, ,0,50
P6218,T.D.,Distribution,1969,,,,,0, ,0,50
P4996,T.D.,Distribution,1969,,,,,0, ,0,50
P4997,T.D.,Distribution,1969,,,,,0, ,0,50
P4998,T.D.,Distribution,1969,,,,,0, ,0,50
P41828,T.D.,Transmission,1969,,,,,0, ,0,50
P41835,T.D.,Transmission,1969,,,,,0, ,0,50
P41836,T.D.,Transmission,1969,,,,,0, ,0,50
P46213,T.D.,Transmission,1969,,,,,0, ,0,50
P51399,T.D.,Transmission,1969,,,,,0, ,0,50
P51400,T.D.,Transmission,1969,,,,,0, ,0,50
P51401,T.D.,Transmission,1969,,,,,0, ,0,50
P51402,T.D.,Transmission,1969,,,,,0, ,0,50
P51403,T.D.,Transmission,1969,,,,,0, ,0,50
P51404,T.D.,Transmission,1969,,,,,0, ,0,50
P51405,T.D.,Transmission,1969,,,,,0, ,0,50
P51407,T.D.,Transmission,1969,,,,,0, ,0,50
P51408,T.D.,Transmission,1969,,,,,0, ,0,50
P51409,T.D.,Transmission,1969,,,,,0, ,0,50
P51462,T.D.,Transmission,1969,,,,,0, ,0,50
P56667,T.D.,Transmission,1969,,,,,0, ,0,50
P56776,T.D.,Transmission,1969,,,,,0, ,0,50
P56783,T.D.,Transmission,1969,,,,,0, ,0,50
P56797,T.D.,Transmission,1969,,,,,0, ,0,50
P56800,T.D.,Transmission,1969,,,,,0, ,0,50
P56805,T.D.,Transmission,1969,,,,,0, ,0,50
P56905,T.D.,Transmission,1969,,,,,0, ,0,50
P56906,T.D.,Transmission,1969,,,,,0, ,0,50
P56908,T.D.,Transmission,1969,,,,,0, ,0,50
P56909,T.D.,Transmission,1969,,,,,0, ,0,50
P56916,T.D.,Transmission,1969,,,,,0, ,0,50
