Pipe ID,MATERIAL,DESCRIPTION,YEAR_INSTALLED,WORK_ORDER_NUMBER,ReportDate,StartDateT,CompletedD,Work Order Year,Request Type,FAILURE,Pipe AGE
P74879,DIP,Distribution,2002,,,,,0, ,0,17
P74880,DIP,Distribution,2002,,,,,0, ,0,17
P74881,DIP,Distribution,2002,,,,,0, ,0,17
P74883,DIP,Distribution,2002,,,,,0, ,0,17
P74886,DIP,Distribution,2002,,,,,0, ,0,17
P62638,DIP,Distribution,2002,,,,,0, ,0,17
P62642,DIP,Distribution,2002,,,,,0, ,0,17
P62643,DIP,Distribution,2002,,,,,0, ,0,17
P62650,DIP,Distribution,2002,,,,,0, ,0,17
P62651,DIP,Distribution,2002,,,,,0, ,0,17
P62654,DIP,Distribution,2002,,,,,0, ,0,17
P62655,DIP,Distribution,2002,,,,,0, ,0,17
P62656,DIP,Distribution,2002,,,,,0, ,0,17
P62659,DIP,Distribution,2002,,,,,0, ,0,17
P62661,DIP,Distribution,2002,,,,,0, ,0,17
P62662,DIP,Distribution,2002,,,,,0, ,0,17
P62663,DIP,Distribution,2002,,,,,0, ,0,17
P62665,DIP,Distribution,2002,,,,,0, ,0,17
P62762,DIP,Distribution,2002,,,,,0, ,0,17
P62767,DIP,Distribution,2002,,,,,0, ,0,17
P62770,DIP,Distribution,2002,,,,,0, ,0,17
P62772,DIP,Distribution,2002,,,,,0, ,0,17
P66888,DIP,Distribution,2002,,,,,0, ,0,17
P66913,DIP,Distribution,2002,,,,,0, ,0,17
P67008,DIP,Distribution,2002,,,,,0, ,0,17
P66906,DIP,Distribution,2002,,,,,0, ,0,17
P66907,DIP,Distribution,2002,,,,,0, ,0,17
P66908,DIP,Distribution,2002,,,,,0, ,0,17
P66910,DIP,Distribution,2002,,,,,0, ,0,17
P66912,DIP,Distribution,2002,,,,,0, ,0,17
P67000,DIP,Distribution,2002,,,,,0, ,0,17
P67009,DIP,Distribution,2002,,,,,0, ,0,17
P68350,DIP,Distribution,2002,,,,,0, ,0,17
P68352,DIP,Distribution,2002,,,,,0, ,0,17
P68355,DIP,Distribution,2002,,,,,0, ,0,17
P68357,DIP,Distribution,2002,,,,,0, ,0,17
P68359,DIP,Distribution,2002,,,,,0, ,0,17
P68360,DIP,Distribution,2002,,,,,0, ,0,17
P68361,DIP,Distribution,2002,,,,,0, ,0,17
P68362,DIP,Distribution,2002,,,,,0, ,0,17
P68363,DIP,Distribution,2002,,,,,0, ,0,17
P68364,DIP,Distribution,2002,,,,,0, ,0,17
P68365,DIP,Distribution,2002,,,,,0, ,0,17
P68366,DIP,Distribution,2002,,,,,0, ,0,17
P68349,DIP,Distribution,2002,,,,,0, ,0,17
P68351,DIP,Distribution,2002,,,,,0, ,0,17
P68354,DIP,Distribution,2002,,,,,0, ,0,17
P62666,DIP,Distribution,2002,,,,,0, ,0,17
P62769,DIP,Distribution,2002,,,,,0, ,0,17
P62771,DIP,Distribution,2002,,,,,0, ,0,17
P62774,DIP,Distribution,2002,,,,,0, ,0,17
P62775,DIP,Distribution,2002,,,,,0, ,0,17
P67002,DIP,Distribution,2002,,,,,0, ,0,17
P85143,DIP,Distribution,2002,,,,,0, ,0,17
P85149,DIP,Distribution,2002,,,,,0, ,0,17
P83418,DIP,Distribution,2002,,,,,0, ,0,17
P77039,DIP,Distribution,2002,,,,,0, ,0,17
P77036,DIP,Distribution,2002,,,,,0, ,0,17
P77050,DIP,Distribution,2002,,,,,0, ,0,17
P78937,DIP,Distribution,2002,,,,,0, ,0,17
P78938,DIP,Distribution,2002,,,,,0, ,0,17
P78941,DIP,Distribution,2002,,,,,0, ,0,17
P78942,DIP,Distribution,2002,,,,,0, ,0,17
P77257,DIP,Distribution,2002,,,,,0, ,0,17
P77259,DIP,Distribution,2002,,,,,0, ,0,17
P75807,DIP,Distribution,2002,,,,,0, ,0,17
P80537,DIP,Transmission,2002,,,,,0, ,0,17
P80634,DIP,Transmission,2002,,,,,0, ,0,17
P84452,DIP,Distribution,2002,,,,,0, ,0,17
P84453,DIP,Distribution,2002,,,,,0, ,0,17
P84460,DIP,Distribution,2002,,,,,0, ,0,17
P84462,DIP,Distribution,2002,,,,,0, ,0,17
P84463,DIP,Distribution,2002,,,,,0, ,0,17
P84464,DIP,Distribution,2002,,,,,0, ,0,17
P84466,DIP,Distribution,2002,,,,,0, ,0,17
P84467,DIP,Distribution,2002,,,,,0, ,0,17
P84470,DIP,Transmission,2002,,,,,0, ,0,17
P84545,DIP,Transmission,2002,,,,,0, ,0,17
P84547,DIP,Distribution,2002,,,,,0, ,0,17
P84550,DIP,Distribution,2002,,,,,0, ,0,17
P84551,DIP,Distribution,2002,,,,,0, ,0,17
P84554,DIP,Distribution,2002,,,,,0, ,0,17
P84557,DIP,Transmission,2002,,,,,0, ,0,17
P84558,DIP,Transmission,2002,,,,,0, ,0,17
P84559,DIP,Transmission,2002,,,,,0, ,0,17
P84560,DIP,Transmission,2002,,,,,0, ,0,17
P84561,DIP,Transmission,2002,,,,,0, ,0,17
P77248,DIP,Distribution,2002,,,,,0, ,0,17
P77246,DIP,Distribution,2002,,,,,0, ,0,17
P77258,DIP,Distribution,2002,,,,,0, ,0,17
P85125,DIP,Distribution,2002,,,,,0, ,0,17
P85131,DIP,Distribution,2002,,,,,0, ,0,17
P85144,DIP,Distribution,2002,,,,,0, ,0,17
P85145,DIP,Distribution,2002,,,,,0, ,0,17
P85148,DIP,Distribution,2002,,,,,0, ,0,17
P85150,DIP,Distribution,2002,,,,,0, ,0,17
P84549,DIP,Distribution,2002,,,,,0, ,0,17
P77034,DIP,Distribution,2002,,,,,0, ,0,17
P77035,DIP,Distribution,2002,,,,,0, ,0,17
P77037,DIP,Distribution,2002,,,,,0, ,0,17
P77040,DIP,Distribution,2002,,,,,0, ,0,17
P77041,DIP,Distribution,2002,,,,,0, ,0,17
P77043,DIP,Distribution,2002,,,,,0, ,0,17
P77044,DIP,Distribution,2002,,,,,0, ,0,17
P77046,DIP,Distribution,2002,,,,,0, ,0,17
P77047,DIP,Distribution,2002,,,,,0, ,0,17
P77048,DIP,Distribution,2002,,,,,0, ,0,17
P84862,DIP,Distribution,2002,,,,,0, ,0,17
P84865,DIP,Distribution,2002,,,,,0, ,0,17
P80635,DIP,Transmission,2002,,,,,0, ,0,17
P78939,DIP,Distribution,2002,,,,,0, ,0,17
P78940,DIP,Distribution,2002,,,,,0, ,0,17
P8065,DIP,Transmission,2002,,,,,0, ,0,17
P8066,DIP,Transmission,2002,,,,,0, ,0,17
P8069,DIP,Transmission,2002,,,,,0, ,0,17
P8070,DIP,Transmission,2002,,,,,0, ,0,17
P8072,DIP,Transmission,2002,,,,,0, ,0,17
P8073,DIP,Transmission,2002,,,,,0, ,0,17
P8074,DIP,Transmission,2002,,,,,0, ,0,17
P8075,DIP,Transmission,2002,,,,,0, ,0,17
P84887,DIP,Distribution,2002,,,,,0, ,0,17
P84150,DIP,Distribution,2002,,,,,0, ,0,17
P84151,DIP,Distribution,2002,,,,,0, ,0,17
P84154,DIP,Distribution,2002,,,,,0, ,0,17
P84155,DIP,Distribution,2002,,,,,0, ,0,17
P84156,DIP,Distribution,2002,,,,,0, ,0,17
P84158,DIP,Distribution,2002,,,,,0, ,0,17
P84159,DIP,Distribution,2002,,,,,0, ,0,17
P75808,DIP,Distribution,2002,,,,,0, ,0,17
P75809,DIP,Distribution,2002,,,,,0, ,0,17
P75810,DIP,Distribution,2002,,,,,0, ,0,17
P75811,DIP,Distribution,2002,,,,,0, ,0,17
P82981,DIP,Distribution,2002,,,,,0, ,0,17
P82984,DIP,Distribution,2002,,,,,0, ,0,17
P82985,DIP,Distribution,2002,,,,,0, ,0,17
P82986,DIP,Distribution,2002,,,,,0, ,0,17
P82989,DIP,Distribution,2002,,,,,0, ,0,17
P82990,DIP,Distribution,2002,,,,,0, ,0,17
P82991,DIP,Distribution,2002,,,,,0, ,0,17
P82992,DIP,Distribution,2002,,,,,0, ,0,17
P82993,DIP,Distribution,2002,,,,,0, ,0,17
P82994,DIP,Distribution,2002,,,,,0, ,0,17
P82995,DIP,Distribution,2002,,,,,0, ,0,17
P82996,DIP,Distribution,2002,,,,,0, ,0,17
P82997,DIP,Distribution,2002,,,,,0, ,0,17
P83002,DIP,Distribution,2002,,,,,0, ,0,17
P83003,DIP,Distribution,2002,,,,,0, ,0,17
P83004,DIP,Distribution,2002,,,,,0, ,0,17
P83005,DIP,Distribution,2002,,,,,0, ,0,17
P83009,DIP,Distribution,2002,,,,,0, ,0,17
P83491,DIP,Distribution,2002,,,,,0, ,0,17
P83493,DIP,Distribution,2002,,,,,0, ,0,17
P83496,DIP,Distribution,2002,,,,,0, ,0,17
P83497,DIP,Distribution,2002,,,,,0, ,0,17
P83498,DIP,Distribution,2002,,,,,0, ,0,17
P83501,DIP,Distribution,2002,,,,,0, ,0,17
P84546,DIP,Transmission,2002,,,,,0, ,0,17
P84881,DIP,Distribution,2002,,,,,0, ,0,17
P84882,DIP,Distribution,2002,,,,,0, ,0,17
P84136,DIP,Distribution,2002,,,,,0, ,0,17
P84137,DIP,Distribution,2002,,,,,0, ,0,17
P84139,DIP,Distribution,2002,,,,,0, ,0,17
P84140,DIP,Distribution,2002,,,,,0, ,0,17
P84144,DIP,Distribution,2002,,,,,0, ,0,17
P84147,DIP,Distribution,2002,,,,,0, ,0,17
P84148,DIP,Distribution,2002,,,,,0, ,0,17
P84157,DIP,Distribution,2002,,,,,0, ,0,17
P84164,DIP,Distribution,2002,,,,,0, ,0,17
P84165,DIP,Distribution,2002,,,,,0, ,0,17
P84866,DIP,Distribution,2002,,,,,0, ,0,17
P84867,DIP,Distribution,2002,,,,,0, ,0,17
P84868,DIP,Distribution,2002,,,,,0, ,0,17
P84870,DIP,Distribution,2002,,,,,0, ,0,17
P84873,DIP,Distribution,2002,,,,,0, ,0,17
P84874,DIP,Distribution,2002,,,,,0, ,0,17
P84875,DIP,Distribution,2002,,,,,0, ,0,17
P84878,DIP,Distribution,2002,,,,,0, ,0,17
P84880,DIP,Distribution,2002,,,,,0, ,0,17
P84883,DIP,Distribution,2002,,,,,0, ,0,17
P84138,DIP,Distribution,2002,,,,,0, ,0,17
P84145,DIP,Distribution,2002,,,,,0, ,0,17
P84146,DIP,Distribution,2002,,,,,0, ,0,17
P84149,DIP,Distribution,2002,,,,,0, ,0,17
P84160,DIP,Distribution,2002,,,,,0, ,0,17
P84161,DIP,Distribution,2002,,,,,0, ,0,17
P84163,DIP,Distribution,2002,,,,,0, ,0,17
P88820,DIP,Distribution,2002,,,,,0, ,0,17
P88821,DIP,Distribution,2002,,,,,0, ,0,17
P88822,DIP,Distribution,2002,,,,,0, ,0,17
P88817,DIP,Distribution,2002,,,,,0, ,0,17
P88818,DIP,Distribution,2002,,,,,0, ,0,17
P88824,DIP,Distribution,2002,,,,,0, ,0,17
P88825,DIP,Distribution,2002,,,,,0, ,0,17
P88826,DIP,Distribution,2002,,,,,0, ,0,17
P88827,DIP,Distribution,2002,,,,,0, ,0,17
P88829,DIP,Distribution,2002,,,,,0, ,0,17
P88830,DIP,Distribution,2002,,,,,0, ,0,17
P88832,DIP,Distribution,2002,,,,,0, ,0,17
P88833,DIP,Distribution,2002,,,,,0, ,0,17
P91091,DIP,Distribution,2002,,,,,0, ,0,17
P91174,DIP,Distribution,2002,,,,,0, ,0,17
P88828,DIP,Distribution,2002,,,,,0, ,0,17
P91065,DIP,Distribution,2002,,,,,0, ,0,17
P91066,DIP,Distribution,2002,,,,,0, ,0,17
P91068,DIP,Distribution,2002,,,,,0, ,0,17
P91069,DIP,Distribution,2002,,,,,0, ,0,17
P91071,DIP,Distribution,2002,,,,,0, ,0,17
P91072,DIP,Distribution,2002,,,,,0, ,0,17
P91074,DIP,Distribution,2002,,,,,0, ,0,17
P91075,DIP,Distribution,2002,,,,,0, ,0,17
P91076,DIP,Distribution,2002,,,,,0, ,0,17
P91080,DIP,Distribution,2002,,,,,0, ,0,17
P91083,DIP,Distribution,2002,,,,,0, ,0,17
P91084,DIP,Distribution,2002,,,,,0, ,0,17
P91086,DIP,Distribution,2002,,,,,0, ,0,17
P91088,DIP,Distribution,2002,,,,,0, ,0,17
P91089,DIP,Distribution,2002,,,,,0, ,0,17
P91093,DIP,Distribution,2002,,,,,0, ,0,17
P91094,DIP,Distribution,2002,,,,,0, ,0,17
P91179,DIP,Distribution,2002,,,,,0, ,0,17
P91180,DIP,Distribution,2002,,,,,0, ,0,17
P91192,DIP,Distribution,2002,,,,,0, ,0,17
P91194,DIP,Distribution,2002,,,,,0, ,0,17
P91197,DIP,Distribution,2002,,,,,0, ,0,17
P92848,DIP,Distribution,2002,,,,,0, ,0,17
P89135,DIP,Distribution,2002,,,,,0, ,0,17
P89136,DIP,Distribution,2002,,,,,0, ,0,17
P89275,DIP,Distribution,2002,,,,,0, ,0,17
P89276,DIP,Distribution,2002,,,,,0, ,0,17
P89277,DIP,Distribution,2002,,,,,0, ,0,17
P89278,DIP,Distribution,2002,,,,,0, ,0,17
P89281,DIP,Distribution,2002,,,,,0, ,0,17
P89385,DIP,Distribution,2002,,,,,0, ,0,17
P89513,DIP,Distribution,2002,,,,,0, ,0,17
P92670,DIP,Distribution,2002,,,,,0, ,0,17
P92673,DIP,Distribution,2002,,,,,0, ,0,17
P92693,DIP,Distribution,2002,,,,,0, ,0,17
P92694,DIP,Distribution,2002,,,,,0, ,0,17
P92697,DIP,Distribution,2002,,,,,0, ,0,17
P92699,DIP,Distribution,2002,,,,,0, ,0,17
P91090,DIP,Distribution,2002,,,,,0, ,0,17
P91181,DIP,Distribution,2002,,,,,0, ,0,17
P91182,DIP,Distribution,2002,,,,,0, ,0,17
P91188,DIP,Distribution,2002,,,,,0, ,0,17
P91190,DIP,Distribution,2002,,,,,0, ,0,17
P91195,DIP,Distribution,2002,,,,,0, ,0,17
P91200,DIP,Distribution,2002,,,,,0, ,0,17
P89888,DIP,Distribution,2002,,,,,0, ,0,17
P89989,DIP,Distribution,2002,,,,,0, ,0,17
P89997,DIP,Distribution,2002,,,,,0, ,0,17
P89998,DIP,Distribution,2002,,,,,0, ,0,17
P88213,DIP,Distribution,2002,,,,,0, ,0,17
P88214,DIP,Distribution,2002,,,,,0, ,0,17
P88215,DIP,Distribution,2002,,,,,0, ,0,17
P88217,DIP,Distribution,2002,,,,,0, ,0,17
P88218,DIP,Distribution,2002,,,,,0, ,0,17
P88221,DIP,Distribution,2002,,,,,0, ,0,17
P88222,DIP,Distribution,2002,,,,,0, ,0,17
P9272,DIP,Distribution,2002,,,,,0, ,0,17
P9274,DIP,Distribution,2002,,,,,0, ,0,17
P91079,DIP,Distribution,2002,,,,,0, ,0,17
P91081,DIP,Distribution,2002,,,,,0, ,0,17
P91092,DIP,Distribution,2002,,,,,0, ,0,17
P91183,DIP,Distribution,2002,,,,,0, ,0,17
P91185,DIP,Distribution,2002,,,,,0, ,0,17
P91186,DIP,Distribution,2002,,,,,0, ,0,17
P91187,DIP,Distribution,2002,,,,,0, ,0,17
P91196,DIP,Distribution,2002,,,,,0, ,0,17
P91199,DIP,Distribution,2002,,,,,0, ,0,17
P91202,DIP,Distribution,2002,,,,,0, ,0,17
P91204,DIP,Distribution,2002,,,,,0, ,0,17
P92695,DIP,Distribution,2002,,,,,0, ,0,17
P89881,DIP,Distribution,2002,,,,,0, ,0,17
P89882,DIP,Distribution,2002,,,,,0, ,0,17
P89886,DIP,Distribution,2002,,,,,0, ,0,17
P89887,DIP,Distribution,2002,,,,,0, ,0,17
P9273,DIP,Distribution,2002,,,,,0, ,0,17
P89271,DIP,Distribution,2002,,,,,0, ,0,17
P89272,DIP,Distribution,2002,,,,,0, ,0,17
P89282,DIP,Distribution,2002,,,,,0, ,0,17
P89283,DIP,Distribution,2002,,,,,0, ,0,17
P89284,DIP,Distribution,2002,,,,,0, ,0,17
P89386,DIP,Distribution,2002,,,,,0, ,0,17
P89389,DIP,Distribution,2002,,,,,0, ,0,17
P89406,DIP,Distribution,2002,,,,,0, ,0,17
P89407,DIP,Distribution,2002,,,,,0, ,0,17
P89408,DIP,Distribution,2002,,,,,0, ,0,17
P89409,DIP,Distribution,2002,,,,,0, ,0,17
P89412,DIP,Distribution,2002,,,,,0, ,0,17
P89414,DIP,Distribution,2002,,,,,0, ,0,17
P89415,DIP,Distribution,2002,,,,,0, ,0,17
P89512,DIP,Distribution,2002,,,,,0, ,0,17
P89514,DIP,Distribution,2002,,,,,0, ,0,17
P89515,DIP,Distribution,2002,,,,,0, ,0,17
P93666,DIP,Distribution,2002,,,,,0, ,0,17
P96266,DIP,Transmission,2002,,,,,0, ,0,17
P96267,DIP,Transmission,2002,,,,,0, ,0,17
P96268,DIP,Transmission,2002,,,,,0, ,0,17
P96269,DIP,Transmission,2002,,,,,0, ,0,17
P96270,DIP,Transmission,2002,,,,,0, ,0,17
P96272,DIP,Transmission,2002,,,,,0, ,0,17
P96277,DIP,Transmission,2002,,,,,0, ,0,17
P96281,DIP,Transmission,2002,,,,,0, ,0,17
P96282,DIP,Transmission,2002,,,,,0, ,0,17
P96715,DIP,Distribution,2002,,,,,0, ,0,17
P96716,DIP,Distribution,2002,,,,,0, ,0,17
P96718,DIP,Distribution,2002,,,,,0, ,0,17
P96721,DIP,Distribution,2002,,,,,0, ,0,17
P96812,DIP,Distribution,2002,,,,,0, ,0,17
P96813,DIP,Distribution,2002,,,,,0, ,0,17
P96814,DIP,Distribution,2002,,,,,0, ,0,17
P96815,DIP,Distribution,2002,,,,,0, ,0,17
P96816,DIP,Distribution,2002,,,,,0, ,0,17
P96819,DIP,Distribution,2002,,,,,0, ,0,17
P96821,DIP,Distribution,2002,,,,,0, ,0,17
P96828,DIP,Distribution,2002,,,,,0, ,0,17
P96832,DIP,Distribution,2002,,,,,0, ,0,17
P96835,DIP,Distribution,2002,,,,,0, ,0,17
P96836,DIP,Distribution,2002,,,,,0, ,0,17
P98052,DIP,Transmission,2002,,,,,0, ,0,17
P98054,DIP,Distribution,2002,,,,,0, ,0,17
P98055,DIP,Distribution,2002,,,,,0, ,0,17
P98056,DIP,Transmission,2002,,,,,0, ,0,17
P96286,DIP,Transmission,2002,,,,,0, ,0,17
P96283,DIP,Transmission,2002,,,,,0, ,0,17
P96284,DIP,Transmission,2002,,,,,0, ,0,17
P96285,DIP,Transmission,2002,,,,,0, ,0,17
P99032,DIP,Distribution,2002,,,,,0, ,0,17
P96287,DIP,Transmission,2002,,,,,0, ,0,17
P96753,DIP,Transmission,2002,,,,,0, ,0,17
P96754,DIP,Distribution,2002,,,,,0, ,0,17
P96756,DIP,Transmission,2002,,,,,0, ,0,17
P96757,DIP,Transmission,2002,,,,,0, ,0,17
P96761,DIP,Transmission,2002,,,,,0, ,0,17
P96703,DIP,Distribution,2002,,,,,0, ,0,17
P96704,DIP,Distribution,2002,,,,,0, ,0,17
P96705,DIP,Distribution,2002,,,,,0, ,0,17
P96706,DIP,Distribution,2002,,,,,0, ,0,17
P96709,DIP,Distribution,2002,,,,,0, ,0,17
P96710,DIP,Distribution,2002,,,,,0, ,0,17
P96713,DIP,Distribution,2002,,,,,0, ,0,17
P96714,DIP,Distribution,2002,,,,,0, ,0,17
P96719,DIP,Distribution,2002,,,,,0, ,0,17
P96758,DIP,Transmission,2002,,,,,0, ,0,17
P96760,DIP,Transmission,2002,,,,,0, ,0,17
P95511,DIP,Distribution,2002,,,,,0, ,0,17
P95512,DIP,Distribution,2002,,,,,0, ,0,17
P95513,DIP,Distribution,2002,,,,,0, ,0,17
P95515,DIP,Distribution,2002,,,,,0, ,0,17
P95607,DIP,Distribution,2002,,,,,0, ,0,17
P96200,DIP,Distribution,2002,,,,,0, ,0,17
P96201,DIP,Distribution,2002,,,,,0, ,0,17
P96202,DIP,Distribution,2002,,,,,0, ,0,17
P96203,DIP,Distribution,2002,,,,,0, ,0,17
P96207,DIP,Distribution,2002,,,,,0, ,0,17
P96208,DIP,Distribution,2002,,,,,0, ,0,17
P96209,DIP,Distribution,2002,,,,,0, ,0,17
P96210,DIP,Distribution,2002,,,,,0, ,0,17
P96211,DIP,Distribution,2002,,,,,0, ,0,17
P96214,DIP,Distribution,2002,,,,,0, ,0,17
P96215,DIP,Distribution,2002,,,,,0, ,0,17
P96216,DIP,Distribution,2002,,,,,0, ,0,17
P96219,DIP,Distribution,2002,,,,,0, ,0,17
P96220,DIP,Distribution,2002,,,,,0, ,0,17
P96221,DIP,Distribution,2002,,,,,0, ,0,17
P96222,DIP,Distribution,2002,,,,,0, ,0,17
P97193,DIP,Distribution,2002,,,,,0, ,0,17
P97194,DIP,Distribution,2002,,,,,0, ,0,17
P97205,DIP,Distribution,2002,,,,,0, ,0,17
P97206,DIP,Distribution,2002,,,,,0, ,0,17
P97303,DIP,Distribution,2002,,,,,0, ,0,17
P97304,DIP,Distribution,2002,,,,,0, ,0,17
P96717,DIP,Distribution,2002,,,,,0, ,0,17
P93886,DIP,Distribution,2002,,,,,0, ,0,17
P93887,DIP,Distribution,2002,,,,,0, ,0,17
P93895,DIP,Distribution,2002,,,,,0, ,0,17
P93896,DIP,Distribution,2002,,,,,0, ,0,17
P93897,DIP,Distribution,2002,,,,,0, ,0,17
P93898,DIP,Distribution,2002,,,,,0, ,0,17
P93901,DIP,Distribution,2002,,,,,0, ,0,17
P93903,DIP,Distribution,2002,,,,,0, ,0,17
P93904,DIP,Distribution,2002,,,,,0, ,0,17
P93905,DIP,Distribution,2002,,,,,0, ,0,17
P93907,DIP,Distribution,2002,,,,,0, ,0,17
P93908,DIP,Distribution,2002,,,,,0, ,0,17
P96829,DIP,Distribution,2002,,,,,0, ,0,17
P98050,DIP,Distribution,2002,,,,,0, ,0,17
P98053,DIP,Transmission,2002,,,,,0, ,0,17
P93899,DIP,Distribution,2002,,,,,0, ,0,17
P93189,DIP,Distribution,2002,,,,,0, ,0,17
P93191,DIP,Distribution,2002,,,,,0, ,0,17
P93192,DIP,Distribution,2002,,,,,0, ,0,17
P93322,DIP,Distribution,2002,,,,,0, ,0,17
P93421,DIP,Distribution,2002,,,,,0, ,0,17
P93422,DIP,Distribution,2002,,,,,0, ,0,17
P93423,DIP,Distribution,2002,,,,,0, ,0,17
P93424,DIP,Distribution,2002,,,,,0, ,0,17
P93425,DIP,Distribution,2002,,,,,0, ,0,17
P93432,DIP,Distribution,2002,,,,,0, ,0,17
P93434,DIP,Distribution,2002,,,,,0, ,0,17
P93437,DIP,Distribution,2002,,,,,0, ,0,17
P93439,DIP,Distribution,2002,,,,,0, ,0,17
P93440,DIP,Distribution,2002,,,,,0, ,0,17
P93442,DIP,Distribution,2002,,,,,0, ,0,17
P96265,DIP,Transmission,2002,,,,,0, ,0,17
P96271,DIP,Transmission,2002,,,,,0, ,0,17
P96275,DIP,Transmission,2002,,,,,0, ,0,17
P95491,DIP,Distribution,2002,,,,,0, ,0,17
P95492,DIP,Distribution,2002,,,,,0, ,0,17
P95493,DIP,Distribution,2002,,,,,0, ,0,17
P95494,DIP,Distribution,2002,,,,,0, ,0,17
P95495,DIP,Distribution,2002,,,,,0, ,0,17
P95496,DIP,Distribution,2002,,,,,0, ,0,17
P95501,DIP,Distribution,2002,,,,,0, ,0,17
P95502,DIP,Distribution,2002,,,,,0, ,0,17
P95503,DIP,Distribution,2002,,,,,0, ,0,17
P95507,DIP,Distribution,2002,,,,,0, ,0,17
P95508,DIP,Distribution,2002,,,,,0, ,0,17
P95509,DIP,Distribution,2002,,,,,0, ,0,17
P97305,DIP,Distribution,2002,,,,,0, ,0,17
P97310,DIP,Distribution,2002,,,,,0, ,0,17
P97312,DIP,Distribution,2002,,,,,0, ,0,17
P97313,DIP,Distribution,2002,,,,,0, ,0,17
P97315,DIP,Distribution,2002,,,,,0, ,0,17
P96820,DIP,Distribution,2002,,,,,0, ,0,17
P93443,DIP,Distribution,2002,,,,,0, ,0,17
P93445,DIP,Distribution,2002,,,,,0, ,0,17
P93446,DIP,Distribution,2002,,,,,0, ,0,17
P93447,DIP,Distribution,2002,,,,,0, ,0,17
P93449,DIP,Distribution,2002,,,,,0, ,0,17
P93544,DIP,Distribution,2002,,,,,0, ,0,17
P93545,DIP,Distribution,2002,,,,,0, ,0,17
P93546,DIP,Distribution,2002,,,,,0, ,0,17
P93547,DIP,Distribution,2002,,,,,0, ,0,17
P93548,DIP,Distribution,2002,,,,,0, ,0,17
P93551,DIP,Distribution,2002,,,,,0, ,0,17
P93553,DIP,Distribution,2002,,,,,0, ,0,17
P93554,DIP,Distribution,2002,,,,,0, ,0,17
P93555,DIP,Distribution,2002,,,,,0, ,0,17
P93557,DIP,Distribution,2002,,,,,0, ,0,17
P93560,DIP,Distribution,2002,,,,,0, ,0,17
P93561,DIP,Distribution,2002,,,,,0, ,0,17
P93565,DIP,Distribution,2002,,,,,0, ,0,17
P93567,DIP,Distribution,2002,,,,,0, ,0,17
P93570,DIP,Distribution,2002,,,,,0, ,0,17
P93661,DIP,Distribution,2002,,,,,0, ,0,17
P93673,DIP,Distribution,2002,,,,,0, ,0,17
P93677,DIP,Distribution,2002,,,,,0, ,0,17
P93679,DIP,Distribution,2002,,,,,0, ,0,17
P96223,DIP,Distribution,2002,,,,,0, ,0,17
P96691,DIP,Distribution,2002,,,,,0, ,0,17
P96692,DIP,Distribution,2002,,,,,0, ,0,17
P96693,DIP,Distribution,2002,,,,,0, ,0,17
P96696,DIP,Distribution,2002,,,,,0, ,0,17
P96697,DIP,Distribution,2002,,,,,0, ,0,17
P96698,DIP,Distribution,2002,,,,,0, ,0,17
P96699,DIP,Distribution,2002,,,,,0, ,0,17
P96701,DIP,Distribution,2002,,,,,0, ,0,17
P96702,DIP,Distribution,2002,,,,,0, ,0,17
P97199,DIP,Distribution,2002,,,,,0, ,0,17
P97207,DIP,Distribution,2002,,,,,0, ,0,17
P93186,DIP,Distribution,2002,,,,,0, ,0,17
P93194,DIP,Distribution,2002,,,,,0, ,0,17
P93427,DIP,Distribution,2002,,,,,0, ,0,17
P93428,DIP,Distribution,2002,,,,,0, ,0,17
P93429,DIP,Distribution,2002,,,,,0, ,0,17
P93431,DIP,Distribution,2002,,,,,0, ,0,17
P93435,DIP,Distribution,2002,,,,,0, ,0,17
P93436,DIP,Distribution,2002,,,,,0, ,0,17
P93664,DIP,Distribution,2002,,,,,0, ,0,17
P93670,DIP,Distribution,2002,,,,,0, ,0,17
P97200,DIP,Distribution,2002,,,,,0, ,0,17
P97202,DIP,Distribution,2002,,,,,0, ,0,17
P97311,DIP,Distribution,2002,,,,,0, ,0,17
P97320,DIP,Distribution,2002,,,,,0, ,0,17
P97325,DIP,Distribution,2002,,,,,0, ,0,17
P97327,DIP,Distribution,2002,,,,,0, ,0,17
P97314,DIP,Distribution,2002,,,,,0, ,0,17
P97316,DIP,Distribution,2002,,,,,0, ,0,17
P97318,DIP,Distribution,2002,,,,,0, ,0,17
P97319,DIP,Distribution,2002,,,,,0, ,0,17
P26057,DIP,Distribution,2002,,,,,0, ,0,17
P4545,DIP,Distribution,2002,,,,,0, ,0,17
P4548,DIP,Distribution,2002,,,,,0, ,0,17
P94007,DIP,Distribution,2002,,,,,0, ,0,17
P94008,DIP,Distribution,2002,,,,,0, ,0,17
P94009,DIP,Distribution,2002,,,,,0, ,0,17
P94010,DIP,Distribution,2002,,,,,0, ,0,17
P94012,DIP,Distribution,2002,,,,,0, ,0,17
P94015,DIP,Distribution,2002,,,,,0, ,0,17
P94016,DIP,Distribution,2002,,,,,0, ,0,17
P84276,DIP,Distribution,2002,,,,,0, ,0,17
P84279,DIP,Distribution,2002,,,,,0, ,0,17
P84280,DIP,Distribution,2002,,,,,0, ,0,17
P84281,DIP,Distribution,2002,,,,,0, ,0,17
P84283,DIP,Distribution,2002,,,,,0, ,0,17
